Ultralight Beam,Kanye West,"(Yes, God)
We don't want no devils in the house, God (Yes, Lord)
We want the lord (Yes, Jesus)
And that's it (Yes, God)
Hallej- hand over Satan (Yes, Jesus)
Jesus praise the Lord (Yes God)
Hallelujah, God (Yes, God)
We don't want no devils in the house, God (Yes, Lord)
We want the lord (Yes, Jesus)
And that's it (Yes, God)
Hallej- hand over Satan (Yes, Jesus)
Jesus praise the Lord (Yes, God)
I'm tryna keep my faith
We on an ultralight beam
We on an ultralight beam
This is a God dream
This is a God dream
This is everything
This is everything
Deliver us serenity
Deliver us peace
Deliver us loving
We know we need it
You know we need it
You know we need it
That's why we need you now, oh, I
Pray for Paris
Pray for the parents
This is a God dream
This is a God dream
This is a God dream
We on an ultralight beam
We on an ultralight beam
This is a God dream
This is a God dream
This is everything
Everything (Thing, thing, thing)

[Refrain: The-Dream & Choir]
I'm tryna keep my faith
But I'm looking for more
Somewhere I can feel safe
And end my holy war
I'm tryna keep my faith

[Verse 1: Kelly Price (Choir)]
So why send depression not blessings?
Why, oh why'd you do me wrong? (More)
You persecute the weak
Because it makes you feel so strong
(To save) Don't have much strength to fight
So I look to the light
(Lord) To make these wrongs turn right
Head up high, I look to the light
Hey, cause I know that you'll make everything alright
And I know that you'll take good care of your child
Oh, no longer am afraid of the night
Cause I, I look to the light

[Verse 2: Chance The Rapper]
When they come for you, I will shield your name
I will field their questions, I will feel your pain
They don't know, they don't
They don't know, they don't know
Foot on the Devil's neck 'til they drifted Pangaea
I'm moving all my family from Chatham to Zambia
Treat the demons just like Pam
I mean I fuck with your friends, but damn, Gina
I been this way since Arthur was anteater
Now they wanna hit me with the woo wap the bam
Tryna snap photos of familia
My daughter look just like Sia, you can't see her
You can feel the lyrics and spirit coming in braille
Tubman of the underground, come and follow the trail
I made Sunday Candy, I'm never going to hell
I met Kanye West, I'm never going to fail
He said let's do a good ass job with Chance three
I hear you gotta sell it to snatch the Grammy
Let's make it so free and the bars so hard
That there ain't one gosh darn part you can't tweet
This is my part, nobody else speak
This is my part, nobody else speak
This little light of mine
Glory be to God, yeah
I'mma make sure that they go where they can't go
If they don't wanna ride I'mma still give them raincoats
Know what God said when he made the first rainbow
Just throw this at the end if I'm too late for the intro
Ugh, I'm just having fun with it
You know that a nigga was lost
I laugh in my head
Cause I bet that my ex looking back like a pillar of salt
Ugh, cause they'll flip the script on your ass like Wesley and Spike
You cannot mess with the light
Look at lil Chano from 79

[Hook 2: Kanye West]
We on an ultralight beam
We on an ultralight beam
This is a God dream
This is a God dream
This is everything
Everything

[Refrain: The-Dream (Natalie Is Great) & Choir]
(Yes, God
Hallelujah)
I'm tryna keep my faith
(Yes, Jesus)
But I'm looking for more
Somewhere I can feel safe
And end my holy war

[Outro: Kirk Franklin & Choir]
Father, this prayer is for everyone that feels they're not good enough. This prayer's for everybody that feels like they're too messed up. For everyone that feels they've said ""I'm sorry"" too many times. You can never go too far when you can't come back home again. That's why I need...
Faith, more, safe, war",Hip-Hop/Rap
Waves,Kanye West,"Turn me up!

Step up in this bitch like (Turn me up!)
I'm the one your bitch like
Yeah, I'm the one your bitch like (Turn me up!)
And I be talkin' shit like
I ain't scared to lose a fistfight (Turn me up!)
And she grabbin' on my dick like
She wanna see if it'll fit right (Turn me up!)
That's just the wave (Yeah)

Waves don't die
Let me crash here for the moment
I don't need to own it
No lie
Waves don't die, baby
Let me crash here for a moment
Baby, I don't, I don't need to own you (Turn me up!)

Sun don't shine in the shade (Turn me up!)
Bird can't fly in a cage (Turn me up!)
Even when somebody go away (Turn me up!)
The feelings don't really go away
That's just the wave (Yeah)

Waves don't die
Let me crash here for the moment
I don't need to own it
No lie
Waves don't die, baby
Let me crash here for a moment
Baby I don't, I don't need to own you

No lie
No lie
No lie
You set the night on fire
I'm still gon' be here in the morning
No lie

No lie
Ooh baby, ooh baby, oh yeah
You set the night on fire
I'm still gon' be here in the morning
No lie",Hip-Hop/Rap
Wasted Time,Keith Urban,"The rain is coming down tonight
I'm smiling looking at this photograph
I hear that song and I'm flying right back
To when we had it made
Every Friday night when the sun went down
We'd be running them streets like we owned the town

And I just can't let it go, no, I just can't let it go
I wonder if you ever think about it like I do
Seven kids on my two lane road
Had the guns on the radio
After all this time it still feels, feels so good

When I think about those summer nights
Singing out the window, on the back roads, Sweet Child of Mine
Sipping on the local's spark of light
Ain't it funny how the best days of my life
Was all that wasted time, all that wasted time

Out of nowhere, it slipped away
And the rope by the river hangs silently
And the town that I knew ain't nothing like it used to be
Ah, I can't explain
They took all the color from the picture frame
And the days got sold to the (?) and the game

And I just can't let it go, no, I just can't let it go
I wonder if you ever think about it like I do
Seven kids on my two lane road
We had the guns on the radio
After all this time it still feels, feels so good

When I think about those summer nights
Singing out the window, on the back roads, Sweet Child of Mine
Sipping on the local's spark of light
Ain't it funny how the best days of my life
Was all that wasted time, all that wasted time
Swinging on the line
Living all that wasted time

Hey, hey, now
Summer dresses rained on the hood of the car
Only music that we had was out the left speaker
We were living every second 'til the time ran out
We had nothing but we had it all

When I think about those summer night
Sneaking out the window, running back roads
Your hand in mine
We were going nowhere, we were so alive
Uh huh, ain't it funny how the best days of my life
Was all that wasted time, all that wasted time
We were swinging out on the line
Living all that wasted time

Hey, you know oh
All that wasted time
Don't you feel it coming on back now
Time, time, time",Country
Kiss It Better  ,Rihanna,"Kiss it, kiss it better, baby
Kiss it, kiss it better, baby

Been waiting on that sunshine
Boy, I think I need that back
Can't do it like that
No one else gonna get it like that
So I argue, you yell, had to take me back
Who cares when it feels like crack?
Boy you know that you always do it right
Man, fuck your pride, just take it on back, boy
Take it on back boy, take it back all night
Just take it on back, take it on back
Mmm, do what you gotta do, keep me up all night
Hurting bad man, and it hurts inside when I look you in your eye

What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby

Been waiting on that sunshine
Boy, I think I need that back
Can't do it like that
No one else gonna get it like that
So I argue, you yell, had to take me back
Who cares when it feels like crack?
Boy, you know that you always do it right
Man, fuck your pride, just take it on back, boy
Take it on back boy, take it back all night
Just take it on back, take it on back
Mmm, do what you gotta do, keep me up all night
Hurting bad man, and it hurts inside when I look you in your eye

What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby

I've been waiting up all night
Baby, tell me what's wrong
Go on and make it right
Make it all night long
I've been waiting up all night
Baby, tell me what's wrong
Go on and make it right
Make it all night long
Man, fuck your pride, just take it on back, boy
Take it on back boy, take it back all night
Just take it on back, take it on back
Mmm, do what you gotta do, keep me up all night
Hurting bad man, and it hurts inside when I look you in your eye

What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better baby",Pop
FML,Kanye West,"I been waiting for a minute
For my, lady
So I can't jeopardize that for one of these hoes
I been living without limits
As far as my business
I'm the only one that's in control
I been feeling all I've given
For my children
I will die for those I love
God, I'm willing
To make this my mission
Give up the women
Before I lose half of what I own
I been thinking
About my vision
Pour out my feelings
Revealing the layers to my soul, my soul
The layers to my soul
Revealing the layers to my soul

They wish I would go ahead and fuck my life up
Can't let them get to me
And even though I always fuck my life up
Only I can mention me

See, before I let you go
One last thing I need to let you know
You ain't never seen nothing crazier than
This nigga when he off his Lexapro
Remember that last time in Mexico
Remember that last time, the episode
Asking me why the hell I text in code
Four times that you say don't text me hoe
Told you four times, don't test me, hoe
Now we finna lose all self-control
But you ain't finna be raising your voice at me
Especially when we in the Giuseppe store
But I'mma have the last laugh in the end
Cause I'm from a tribe called check a hoe
Yeah, I'mma have the laugh in the end
Cause I'm from a tribe called check a hoe
And I...

They wish I would go ahead and fuck my life up
Can't let them get to me
And even though I always fuck my life up
Only I can mention me
They wish I would go ahead and fuck my life up
Can't let them get to me
And even though I always fuck my life up
Only I can mention me

See through the veil
And forget all of your cares
Throw them, throw them away
Don't stop your loving
Don't stop for nothing
No, not for nothing
They don't wanna see me love you
Nah, don't stop it
They always love it
They always wanna
They don't wanna see me love you
They don't wanna see me love you
They don't wanna see me love you
They don't wanna see me love you
See through the veil
And forget all your cares
Throw them, throw them away
Oh, life's a feeling
Oh, the body's a feeling",Hip-Hop/Rap
Real Friends,Kanye West,"Real friends, how many of us?
How many of us, how many jealous? Real friends
It's not many of us, we smile at each other
But how many honest? Trust issues
Switched up the number, I can't be bothered
I cannot blame you for havin' an angle
I ain't got no issues, I'm just doin' my thing
Hope you're doin' your thing too
I'm a deadbeat cousin, I hate family reunions
Fuck the church up by drinkin' after communion
Spillin' free wine, now my tux is ruined
In town for a day, what the fuck we doin'?
Who your real friends? We all came from the bottom
I'm always blamin' you, but what's sad, you not the problem
Damn I forgot to call her, shit I thought it was Thursday
Why you wait a week to call my phone in the first place?
When was the last time I remembered a birthday?
When was the last time I wasn't in a hurry?

Tell me you want your tickets when it's gametime
Even to call your daughter on her FaceTime
Even when we was young I used to make time
Now we be way too busy just to make time
Even for my...

Real friends
I guess I get what I deserve, don't I?
Word on the streets is they ain't heard from him
I guess I get what I deserve, don't I?
Talked down on my name, throwed dirt on him

I couldn't tell you how old your daughter was
Couldn't tell you how old your son is
I got my own Jr. on the way, dawg
Plus I already got one kid
Couldn't tell you much about the fam though
I just showed up for the yams though
Maybe 15 minutes, took some pictures with your sister
Merry Christmas, then I'm finished, then it's back to business
You wanna ask some questions 'bout some real shit?
Like I ain't got enough pressure to deal with
Please don't pressure me with that bill shit
Cause everybody got 'em, that ain't children
Oh you've been nothin' but a friend to me
Niggas thinkin' I'm crazy, you defendin' me
It's funny I ain't spoke to niggas in centuries
To be honest, dawg I ain't feelin' your energy
Money turn your kin into an enemy
Niggas ain't real as they pretend to be

Lookin' for all my real friends
How many of us? How many of us are real friends
To real friends, to the real end
'Til the wheels fall off, 'til the wheels don't spin
To 3 A.M., callin'
How many real friends?
Just to ask you a question
Just to see how you was feelin'
How many?
For the last you was frontin'
I hate when a nigga text you like, ""what's up, fam, hope you good""
You say, ""I'm good"" then great, the next text they ask you for somethin'
How many?
What's best for your family, immediate or extended
Any argument, the media'll extend it
I had a cousin that stole my laptop that I was fuckin' bitches on
Paid that nigga 250 thousand just to get it from him
Real friends
Huh?

Real friends
I guess I get what I deserve, don't I
Word on the streets is they ain't heard from him
I guess I get what I deserve, don't I
Talked down on my name, throwed dirt on him",Hip-Hop/Rap
Feedback,Kanye West,"Ayy, y'all heard about the good news?
Y'all sleeping on me, huh? Had a good snooze?
Wake up, nigga, wake up
We bout to get this paper

Money never made me
Make me do something? Nah, can't make me
Even if the money low, can't pay me
Even if the money low, can't play me
Ayy, y'all heard about the good news?
Y'all sleeping on me, huh? Had a good snooze?
Wake up, nigga, wake up
We bout to get this paper
Pablo bought a Roley and a rottweiler
Seem like the more fame, I only got wilder
Hands up, we just doing what the cops taught us
Hands up, we just doing what the cops taught us
I've been outta my mind a long time
I've been outta my mind a long time
I’ve been saying how I feel at the wrong time
Might not come when you want but I'm on time
Ayy, y'all heard about the good news?
Y'all sleeping on me, huh? Had a good snooze?
Wake up, nigga, wake up
We 'bout to get this paper
I can’t let these people play me
Name one genius that ain't crazy
Follow our father
You borrow our motto
I'm a Chicago south sider
I'm a Chicago south sider
Ayy, y'all heard about the good news?
Y'all sleeping on your boy, had a good snooze?
Wake up, nigga, wake up
It's time to get the paper
I've been outta my mind a long time
I've been outta my mind a long time
I know, I know, I shouldn’t even bother
With all these gossiping, no-pussy-getting bloggers
Fashion show in Gotham, I need another costume
PETA's mad cause I made a jacket outta possum
Awesome, Steve Jobs mixed with Steve Austin
Rich slave in the fabric store picking cotton
If Hov J then every Jordan need a Rodman
Man, Jay, they don't really want no problems
Driving in the same car that they killed Pac in
Driving in the same uh that they killed Pac in
Hands up, we just doing what the cops taught us
Hands up, hands up, then the cops shot us
Hold on, hold on, hold on
Wait a second, everybody here, I'm the ghetto Oprah
You know what that mean? You get a fur! You get a fur!
You get a jet! You get a jet! Big booty bitch for you! Woo!",Hip-Hop/Rap
Record Year,Eric Church,"Since you turned the tables on me
I've been steady and learnin' lonely
Keepin' this turntable spinnin'
Everything from Jones to Jennings
Slowly plannin' my survival
In a three-foot stack of vinyl
Since you had to walk on outta here
I've been havin' a record year
I bet you thought before you left
I'd just sit in silence by myself
Turn this house into a jail
Dyin' slow in a livin' hell
But love's got a funny way of keepin' score
And your leavin' lit up my scoreboard
I usually make it through side A sober
All bets are off when I flip her over
One bourbon, one scotch, one beer
I'm havin' a record year

Quarter notes and Hank's half time
Are poundin' on this heart of mine
Song to song, I pass my time
With these speakers on ten
Your good-and-gone keeps me up all night
Along with Songs In The Key Of Life
I'm either gonna get over you
Or I'm gonna blow out my ears
Yeah, you're out there now
Doin' God knows how, and I'm stuck here

Havin' a record year

Your leavin' left me goin' crazy
I'm countin' on a needle to save me
I drop it in the groove
And we go 'round and 'round
And down in a spiral
I guess I really oughta call and thank you
I rediscovered Red Headed Stranger
Got down with old James Brown
And found New Grass Revival

If you find your way back, I owe you a beer
For my record year

Quarter notes and Hank's half time
Are poundin' on this heart of mine
Song to song, I pass my time
With these speakers on ten
Your good-and-gone keeps me up all night
Along with Songs In The Key Of Life
I'm either gonna get over you
Or I'm gonna blow out my ears
Yeah, you're out there now
Doin' God knows how, and I'm stuck here
Havin' a record year
Yeah, I'm havin' a record year",Country
Faded,Alan Walker,"You were the shadow to my light
Did you feel us?
Another star
You fade away
Afraid our aim is out of sight
Wanna see us
Alight

Where are you now?
Where are you now?
Where are you now?

Was it all in my fantasy?
Where are you now?
Were you only imaginary?
Where are you now?

Atlantis
Under the sea, under the sea
Where are you now?
Another dream
The monster's running wild inside of me

I'm faded
I'm faded
So lost, I'm faded
I'm faded
So lost, I'm faded

These shallow waters never met
What I needed
I'm letting go
A deeper dive
Eternal silence of the sea
I'm breathing
Alive

Where are you now?
Where are you now?

Under the bright
But faded lights
You set my heart on fire
Where are you now?
Where are you now?

Where are you now?

Atlantis
Under the sea, under the sea
Where are you now?
Another dream
The monster's running wild inside of me

I'm faded
I'm faded
So lost, I'm faded
I'm faded
So lost, I'm faded",Dance
Ain't Your Mama,Jennifer Lopez,"I ain't cooking all day (I ain't your mama!)
I ain't gon' do your laundry (I ain't your mama!)
I ain't your mama, boy (I ain't your mama!)
When you're going get your act together?
I ain't your mama...
No, I ain't your mama
No, I ain't your mama, no!

Wake up, rise and shine, ah-yeah-yeah-yeah
Let's get to work on time, ah-yeah-yeah-yeah
No more playing video games, ah-yeah-yeah-yeah
Things are about to change, I hear, I hear...

We used to be crazy in love
Can we go back to how we were?
When did you get too comfortable?
Cause I'm too good for that, I'm too good for that
Just remember that, hey

I ain't cooking all day, I ain't your mama
I ain't gon' do your laundry, I ain't your mama
I ain't your mama, boy, I ain't your mama
When you're going get your act together?
I ain't your mama
No, I ain't your mama
No, I ain't your mama, no

Lucky to have these curves, ah-yeah-yeah-yeah
Stuck hitting on my nerves, ah-yeah-yeah-yeah
You're still tryna ride this train? Ah-yeah-yeah-yeah
But something's gotta change, ah-yeah-yeah-yeah

We used to be crazy in love
Can we go back to how we were?
When did you get too comfortable?
Cause I'm too good for that, I'm too good for that
Just remember that, hey!

I ain't gon' be cooking all day, I ain't your mama
(I ain't your mama, no)
I ain't gon' do your laundry, I ain't your mama
(I ain't your mama, hey)
I ain't your mama, boy, I ain't your mama
When you're gon' get your act together?
I ain't your mama (I ain't your mama)
No, I ain't your mama
No, I ain't your mama, no
I ain't your mama, no

We used to be crazy in love
Can we go back to how we were?
When did you get too comfortable?
Cause I'm too good for that, I'm too good for that
Just remember that, hey

I ain't gon' be cooking all day, I ain't your mama (I ain't your mama)
I ain't gon' do your laundry, I ain't your mama (I ain't your mama)
I ain't your mama, boy (No, no, no)
I ain't your mama, boy (No, no)
When you're gon' get your act together? (Cause I ain't your mama, hey)
I ain't gon' be cooking all day, I ain't your mama
I ain't gon' do your laundry, I ain't your mama (I ain't your mama, hey)
I ain't your mama, boy (Na, na, na...)
I ain't your mama, boy (Na, na, na...)
When you're gon' get your act together?
(No, I ain't your mama, no...)
No, I ain't your mama
No, I ain't your mama

(No, I ain't your mama, no...!)",Pop
If It Ain't Love,Jason Derulo,"Could use a little love
Why can't you get enough?
Could use, could use a little love
Why can't you get enough?
Could use...

Short days, long nights tangled up with you
I don't wanna move
Your eyes don't lie
And if I needed proof, that body tell the truth

(Oo-oo-ooh) Your body is a blessing
(Oo-oo-ooh) Don't know if I deserve it
(Oo-oo-ooh) Before round two, I've got a question for you, babe

If it ain't love
Why does it feel so good?
Why does it feel so good?
If it ain't love
Why does it feel so good?
Why does it feel so good?
If it ain't love

Why does it feel so good?
If it ain't love

Why does it feel so good?

(Could use, could use a little love)
(Why can't you get enough?)
(Could use, could use a little love)
(Why can't you get enough?)
(Could use...)

On the tip of my tongue
The flavor of your skin lingers on my lips
Each time we dine
We do it again, again and again, ooh

(Oo-oo-ooh) Your body is a blessing
(Oo-oo-ooh) What'd I do to deserve it?
(Oo-oo-ooh) Before round three, I've got a question for you, baby

If it ain't love
Why does it feel so good? (So good)
Why does it feel so good?
If it ain't love
Why does it feel so good?
Why does it feel so good? (Tell me what it is)
If it ain't love (Oh, babe)

Why does it feel so good?
If it ain't love (Then what is it?)

Why does it feel so good?

(Could use, could use a little love) Aw, yeah
(Why can't you get enough?)
(Could use, could use...)

You know soon that you walk in, it goin' up (Goin' up)
Slow it down for me, girl, we ain't gotta rush it (We ain't gotta rush)
Always a movie, we ain't sayin' much
Baby, I'm just your type
I know what bad girls like
But I'll confess tonight
Your body is a blessing (Oh yeah)
What'd I do to deserve it?
(Short days, long nights)
Short days and long nights (Yeah)

If it ain't love
(Why) Why does it feel so good?
(Does it feel) Why does it feel so good?
(So good?) Tell me what it is
If it ain't love
(Why) Why does it feel so good?
(Does it feel) Why does it feel so good
So good? Yeah, yeah-yeah

If it ain't love
(Why) What is it?
(Does it feel) What is it?
(So good?) Why does it feel so good?
If it ain't love
(Why) What is it?
(Does it feel) What is it?
(So good?) Why does it feel so good?",Pop
Just Like Fire  ,P!nk,"I know that I'm running out of time
I want it all, mmm, mmm
And I'm wishing they'd stop tryna turn me off
I want it all, mmm, mmm
And I'm walking on a wire, trying to go higher
Feels like I'm surrounded by clowns and liars
Even when I give it all away
I want it all, mmm, mmm

We came here to run it, run it, run it
We came here to run it, run it, run it

Just like fire, burning up the way
If I could light the world for just one day
Watch this madness, colorful charade
No one can be just like me any way
Just like magic, I'll be flying free
I'mma disappear when they come for me
I kick that ceiling, what you gonna say?
No one can be just like me any way
Just like fire, uh

And people like to laugh at you cause they are all the same, mmm, mmm
See I would rather we just go a different way than play the game mmm,
And no matter the weather, we can do it better
You and me together, forever and ever
We don't have to worry bout' a thing, bout' a thing

We came here to run it, run it, run it
We came here to run it, run it, run it

Just like fire, burning up the way
If I could light the world for just one day
Watch this madness, colorful charade
No one can be just like me any way
Just like magic, I'll be flying free
I'mma disappear when they come for me
I kick that ceiling, what you gonna say?
No one can be just like me any way

Just like fire, fire, fire
Run it, run it, run it
We came here to run it, run it, run it

So look I came here to run it
Just cause nobody's done it
Y'all don't think I can run it
But look, I've been here, I've done it
Impossible? Please
Watch, I do it with ease
You just gotta believe
Come on, come on with me

Oh, what's you gone do?
(What, what?)
Hey, what's you gone do?
(What, what?)
Oh, what's you gone do?
(What, what?)
Oh, what's you gone do?

Just like fire, burning up the way
If I could light the world for just one day
Watch this madness, colorful charade
No one can be just like me any way

Just like fire, burning up the way
If I could light the world for just one day
Watch this madness, colorful charade
No one can be just like me any way
Just like magic, I'll be flying free
I'mma disappear when they come for me
I kick that ceiling, what you gonna say?
No one can be just like me any way
Just like fire, fire
Run it, run it, run it ji
Just like fire
Run it, run it, run it",Pop
Wicked  ,Future,"Wicked tunes, you know what I'm sayin'?
Wassup

Wicked, wicked, wicked, wicked, wicked
Hold up, wicked, wicked, wicked, wicked
Wicked, wicked, wicked, wicked, wicked
Hold up, wicked, wicked, wicked, wicked
Stand up in the motor, bust the dashboard
Stand up in the motor, bust the dashboard
Hold up, wicked, wicked, wicked, wicked
Wicked, wicked, wicked, wicked, wicked

Candles burning, money burning, graveyard these niggas
Phantom parkin', big dawg barkin' hey
Blood tales on me, oh-oh-oh-oh
Shawty want that wig, oh-oh-oh-oh
I'm drippin' Cartier, oh-oh-oh-oh
Put a gold bird on you, that's what's happening
I put that lingo on her, she was Spanish
I fill a one liter up with Xannies
This continental and it's panoramic
It's complimentary to the savages
You fuck around with me, it be a tragedy
I want green, green, green, all asparagus
I drink lean, lean, lean it ain't embarassing

Wicked, wicked, wicked, wicked, wicked
Hold up, wicked, wicked, wicked, wicked
Woah, wicked, wicked, wicked, wicked, wicked

Now she going, now that bitch going
I purchase Avion and now she lit, huh
Wedding band rings on me lit, huh
Married to the game, I'm the shit, huh
Woah, woah, woah, woah
Bitch we made men
We ain't pullin' up in cribs that we can't get
You can't pull a bitch on Instagram I ain't hit, huh
And then she tellin' lies about me cause she ain't shit, uh
She want that big-big dog status
I was in the alley with them nickel bags, tallyin'
Now I'm Taliban gang status, that's what's happenin'
And you niggas can't get close cause you don't know me
It ain't no more dip and dabbin', hangin' low key
These bitches see me and they panic
I can't believe it, I was on the corner gamblin'

Wicked, wicked, wicked, wicked, wicked
Hold up, wicked, wicked, wicked, wicked
Wicked, wicked, wicked, wicked, wicked
Wicked, wicked, wicked, wicked, wicked
Stand up in the motor, bust the dashboard
Stand up in the motor, bust the dashboard
Wicked, wicked, wicked, wicked, wicked
Hold up, wicked, wicked, wicked, wicked",Hip-Hop/Rap
Formation,Beyonce,"What happened at the New Wil’ins?
Bitch, I'm back by popular demand
Y'all haters corny with that illuminati mess
Paparazzi, catch my fly, and my cocky fresh
I'm so reckless when I rock my Givenchy dress (stylin')
I'm so possessive so I rock his Roc necklaces
My daddy Alabama, Momma Louisiana
You mix that negro with that Creole make a Texas bama
I like my baby heir with baby hair and afros
I like my negro nose with Jackson Five nostrils
Earned all this money but they never take the country out me
I got a hot sauce in my bag, swag
Oh yeah, baby, oh yeah I, ohhhhh, oh, yes, I like that
I did not come to play with you hoes, haha
I came to slay, bitch
I like cornbreads and collard greens, bitch
Oh, yes, you besta believe it
Y'all haters corny with that illuminati mess
Paparazzi, catch my fly, and my cocky fresh
I'm so reckless when I rock my Givenchy dress (stylin')
I'm so possessive so I rock his Roc necklaces
My daddy Alabama, Momma Louisiana
You mix that negro with that Creole make a Texas bama
I like my baby heir with baby hair and afros
I like my negro nose with Jackson Five nostrils
Earned all this money but they never take the country out me
I got a hot sauce in my bag, swag
I see it, I want it, I stunt, yellow-bone it
I dream it, I work hard, I grind 'til I own it
I twirl on them haters, albino alligators
El Camino with the seat low, sippin' Cuervo with no chaser
Sometimes I go off (I go off), I go hard (I go hard)
Get what's mine (take what's mine), I'm a star (I'm a star)
Cause I slay (slay), I slay (hey), I slay (okay), I slay (okay)
All day (okay), I slay (okay), I slay (okay), I slay (okay)
We gon' slay (slay), gon' slay (okay), we slay (okay), I slay (okay)
I slay (okay), okay (okay), I slay (okay), okay, okay, okay, okay
Okay, okay, ladies, now let's get in formation, cause I slay
Okay, ladies, now let's get in formation, cause I slay
Prove to me you got some coordination, cause I slay
Slay trick, or you get eliminated
When he fuck me good I take his ass to Red Lobster, cause I slay
When he fuck me good I take his ass to Red Lobster, cause I slay
If he hit it right, I might take him on a flight on my chopper, cause I slay
Drop him off at the mall, let him buy some J's, let him shop up, cause I slay
I might get your song played on the radio station, cause I slay
I might get your song played on the radio station, cause I slay
You just might be a black Bill Gates in the making, cause I slay
I just might be a black Bill Gates in the making
I see it, I want it, I stunt, yellow-bone it
I dream it, I work hard, I grind 'til I own it
I twirl on my haters, albino alligators
El Camino with the seat low, sippin' Cuervo with no chaser
Sometimes I go off (I go off), I go hard (I go hard)
Get what's mine (take what's mine), I'm a star (I'm a star)
Cause I slay (slay), I slay (hey), I slay (okay), I slay (okay)
All day (okay), I slay (okay), I slay (okay), I slay (okay)
We gon' slay (slay), gon' slay (okay), we slay (okay), I slay (okay)
I slay (okay), okay (okay), I slay (okay), okay, okay, okay, okay
Okay, okay, ladies, now let's get in formation, cause I slay
Okay, ladies, now let's get in formation, cause I slay
Prove to me you got some coordination, cause I slay
Slay trick, or you get eliminated
Okay, ladies, now let's get in formation, I slay
Okay, ladies, now let's get in formation
You know you that bitch when you cause all this conversation
Always stay gracious, best revenge is your paper
Girl, I hear some thunder
Golly, look at that water, boy, oh lord",Pop
Sorry,Beyonce,"Sorry, I ain't sorry
Sorry, I ain't sorry
I ain't sorry, nigga, nah
Sorry, I ain't sorry
Sorry, I ain't sorry
I ain't sorry

He trying to roll me up, I ain't picking up
Headed to the club, I ain't thinking 'bout you
Me and my ladies sip my D'USSÉ cup
I don't give a fuck, chucking my deuces up
Suck on my balls, pause, I had enough
I ain't thinking 'bout you
I ain't thinking 'bout

Middle fingers up, put them hands high
Wave it in his face, tell him, boy, bye
Tell him, boy, bye, middle fingers up
I ain't thinking 'bout you

Sorry, I ain't sorry
Sorry, I ain't sorry
I ain't sorry, nigga, nah
I ain't thinking 'bout you
Sorry, I ain't sorry
Sorry, I ain't sorry
No no, hell nah

Now you want to say you're sorry
Now you want to call me crying
Now you gotta see me wilding
Now I'm the one that's lying
And I don't feel bad about it
It's exactly what you get
Stop interrupting my grinding
I ain't thinking 'bout you

Sorry, I ain't sorry
I ain't thinking 'bout you
I ain't thinking 'bout you
Sorry, I ain't sorry
I ain't thinking 'bout you
I ain't thinking 'bout you

Middle fingers up, put them hands high
Wave it in his face, tell him, boy, bye
Tell him, boy, bye, boy, bye
Middle fingers up, I ain't thinking 'bout you

Sorry, I ain't sorry
Sorry, I ain't sorry
I ain't sorry, nigga, nah
Sorry, I ain't sorry
Sorry, I ain't sorry
I ain't sorry
No no, hell nah

Looking at my watch, he shoulda been home
Today I regret the night I put that ring on
He always got them fucking excuses
I pray to the Lord you reveal what his truth is
I left a note in the hallway
By the time you read it, I'll be far away
I'm far away
But I ain't fucking with nobody
Let's have a toast to the good life
Suicide before you see this tear fall down my eyes
Me and my baby, we gon' be alright
We gon' live a good life
Big homie better grow up
Me and my whoadies 'bout to stroll up
I see them boppers in the corner
They sneaking out the back door
He only want me when I'm not there
He better call Becky with the good hair
He better call Becky with the good hair",Pop
