Loving You Easy ,Zac Brown Band,"Every morning when you come downstairs
There's a mess but I don't care
No makeup on and shining so bright
My old sweatshirt never fit so right
Dancing around to the radio
Humming the words that you don't know
Cause I'm finding an angel off my list
Thinking that it don't get no better than this

You make loving you easy
You make loving you all I wanna do
Every little smile and every little touch
Reminds me how just how much it all makes
Loving you easy

Wrapped around me late at night
Pillow talk by candle light
Gonna slow this down and make it last
The best things fly by us so fast

You make loving you easy
You make loving you all I wanna do
Every little smile and every little touch
Reminds me how just how much it all makes
Loving you easy

Oh, I wanna sing it again

You make loving you easy
You make loving you all I wanna do
Every little smile and every little touch
Reminds me how just how much it all makes
Loving you easy",Country
Young & Crazy,Frankie Ballard,"One day, I'll slow and lay down,
Spend my weekends in a swing out on the wraparound.
Oh but these days, I'm on a mission
To get these wild oats out of my system.
Yeah I might stay out all night,
I've gotta do a little wrong so I know what's right.

I wanna sit out on the porch
Telling stories 'bout my glory days when I'm pushing eighty.
How am I ever gonna get to be old and wise
If I ain't ever young and crazy?

Now I might have to kiss no telling how many lips
Before I ever really figure out what love is.
Go through some heartbreaks, wake up with headaches,
Don't learn nothing 'til you make a lot of mistakes.
How will I know where to draw the line
If I don't cross it a few hundred times?

I wanna sit out on the porch
Telling stories 'bout my glory days when I'm pushing eighty.
How am I ever gonna get to be old and wise
If I ain't ever young and crazy?

Yeah I'm gonna stay out all night,
I've gotta do a little wrong so I know what's right
I've gotta live a lot of life if I'm gonna give good advice
When I'm talking to my grand-babies
How am I ever gonna get to be old and wise
If I ain't ever young and crazy?

I wanna sit out on the porch
Telling stories 'bout my glory days when I'm pushing eighty.
How am I ever gonna get to be old and wise
If I ain't ever young and crazy?
If I ain't ever young and crazy?

Young and crazy.
Young, young and crazy.
Young and crazy.",Country
Buy Me A Boat,Chris Janson,"I ain't rich, but I damn sure wanna be
workin' like a dog all day ain't workin for me
I wish I had a rich uncle that'd kick the bucket

an' I was sittin' on a pile like Warren Buffet
I know everybody says money can't buy happiness
but it can buy me a boat
and it can buy me a truck to pull it
It can buy me a yeti 110

iced down with some silver bullets

Yeah I know what they say
money can't buy everything
well maybe so.
But it can buy me a boat.
They call me redneck
White trash
And blue collar.
But I could change all that if I had
A couple million dollars.
I keep hearing that money is the root of all evil
and you can't fit a camel through the eye of a needle
And I'm sure that's probably true
but it still sounds pretty cool.
Cuz it could buy me a boat.
And it could buy me a truck to pull it.
And it could buy me a yeti 110
iced down with some silver bullets.
Yeah and I know what they say
money can't buy everything.
Well maybe so.
But it can buy me a boat.
To float.
Down on the water.
With a beer.
I hear
the powerball lotto is sitting on a
hundred million.
Well that'll buy me a brand new rod and reel.
And it could buy me a boat
it could buy me a truck to pull it.
It could buy me a yeti 110
iced down with some silver bullets.
Yeah and I know what they say
money can't buy everything.
Well maybe so.
But it could buy me a boat.
Yeah and I know what they say
Money can't buy everything.
Well maybe so
But it could buy me a boat.
It could buy me a boat.",Country
Kiss You In The Morning,Michael Ray,"Your jeans are faded
In all the right places
You got me hangin' on tight to your curves like little E-Races
Girl your funky little back beat's got me
Feel like I'm tipsy and I ain't even had a drink
I wanna kiss you in the parking lot

Under the moonlight
Kiss you runnin' red lights
Baby set the mood right, just like
Everything you're doin' to me right now is makin' me crazy
I wanna kiss you on the dance floor
Kiss you like a lets go, come on
Baby let me hear you say oh, oh
I wanna kiss you with the neon light in your eyes glowin'
Then I wanna kiss you in the mornin'
(Yeah)
Yeah I wanna kiss you in the mornin'

Oh you little outlaw

Stealin' my heart and all
When you drop it down low, touch your toes
Girl you know you just showin' off
That little tattoo on your tan line, oh my
Pretty little butterfly
What else have you got to hide

I wanna kiss you in the parking lot
Under the moonlight

Kiss you runnin' red lights
Baby set the mood right, just like
Everything you're doin' to me right now is makin' me crazy
I wanna kiss you on the dance floor
Kiss you like a let's go, come on
Baby let me hear you say oh, oh
I wanna kiss you with the neon light in your eyes glowin'
Then I wanna kiss you in the mornin'
Yeah I wanna kiss you in the mornin'

I wanna kiss you in the parking lot
Under the moonlight
Kiss you runnin' red lights

Baby set the mood right, just like
Everything you're doin' to me right now is makin' me crazy
I wanna kiss you on the dance floor
Kiss you like a let's go, come on
Baby let me hear you say oh, oh
I wanna kiss you with the neon light in your eyes glowin'
Then I wanna kiss you in the mornin'
I wanna kiss you in the morning, mornin'
Yeah I wanna kiss you in the mornin'",Country
Phenomenal  ,Eminem,"I am phenomenal
With every ounce of my blood
With every breath in my lungs
Won't stop until I'm phe-no-menal
I am phenomenal
However long that it takes
I'll go to whatever lengths
It's gonna make me a monster though
I am phenomenal
But I would never say, ‘Oh, it's impossible'
Cause I'm born to be phenomenal

Unstoppable, unpoppable thought bubbles
Stomp you in the verse, obstacles I'm drawn to 'em
When the going got rough
Some of what I done fought through was the worst, little sissy
Who the fuck taught you how to persevere?
There ain't no situation that you ever had to respond to that's adverse
The messiest thing you've ever gone through was your purse
Yeah, I don't try like hell, then I might as well
Hang it up like a shelf, gotta keep growin' with it, evolve
Cause you can keep throwin' shit at the wall
But you're gonna find that nothing's gonna stick until you apply yourself
Time to slip in that zone till' I find myself
Inside the realm of the unknown and boldly go
Into waters where nobody else has gone before
Or willing to go, uncharted, feeling is so

Bomb, I'm feelin' myself, I'm a giant

Sometimes I gotta remind myself that I am...

I am phenomenal
With every ounce of my blood
With every breath in my lungs
Won't stop until I'm phe-no-menal
I am phenomenal
However long that it takes
I'll go to whatever lengths

It's gonna make me a monster though
I am phenomenal

But I would never say, ‘Oh, it's impossible'
Cause I'm born to be phenomenal

Let me self-empower you
When you're down and they're tryin' to clown the fuck out of you
And you feel like you're runnin' out of fuel
I'll show you how to use doubt as fuel
Convert it to gunpowder too
Now what you do is put the match to the charcoal fluid
Put the spark to it like Martha Stewart barbecuing
Ah screw it, feel like you want to hit that wall then do it
Punch through it, just cock back, put your all into it
Now you gon' take that rage and make that what you wage
Never take back what you say
If you stay strapped in your brain, engaged in a steel cage match
Ready to scrap asap
Take your fists and just ball it

Show who's big and who's smallest you're Christopher Wallace
Now picture 'em all as plastic and foam
Lays flat, where you put your dinner plates at

And set it on 'em like a placemat
(I am phenomenal)
And I want you to say that

I am phenomenal
With every ounce of my blood

With every breath in my lungs
Won't stop until I'm phe-no-menal

I am phenomenal
However long that it takes
I'll go to whatever lengths

It's gonna make me a monster though
I am phenomenal

But I would never say, ‘Oh, it's impossible'
Cause I'm born to be phenomenal

Step into the unknown and find yourself
You're floating freely, no emotion

Got a fuckin' mouth with no shut-off valve
Can't even cut off power to it, but it's what allowed
Me to come up out from under the fuckin' ground
Cause I worked my butt off now
It's a subject that I don't know how to shut up about
Cause I stuck it out
Like a motherfucking tongue thats how, I responded when I got shoved around
You're gonna have non-believers
But when you're beyond belief, you probably shouldn't wonder how
Get it how you live
But are you prepared to give more than you get?
And put in twice what you get back from this shit
Though what you sacrifice barely is half, never give
Rap is my shiv
But it's like my shield at the same time I wield and my knife is will
Sometimes I feel just like B. Real from Cypress Hill
How I can just kill a cypher, survivor's guilt
Ready to face any challenge, waitin'
Can taste it, it's salivation, I'm wagin' retaliation
Look what I have built, reputation is validation

The only thing I'm capable of makin' is amazing
Only thing you're capable of makin' is a false statement
Or accusation... I am legendary status, in fact
That is the only way you'll ever be able to say
Your legend is makin' an allegation
I write with the left, same hand I hold the mic with
As I fight to the death, 'til my last breath

Managed to prove who the best man is
Prevail at all costs, be the only ones left standing
In the end, but I ain't gonna be the only one with the advantage
Of knowing what it's like to be southpaw
Cause you can bet your ass you'll be left handed

I am phenomenal
With every ounce of my blood
With every breath in my lungs
Won't stop until I'm phe-no-menal
I am phenomenal
However long that it takes
I'll go to whatever lengths
It's gonna make me a monster though
I am phenomenal
But I would never say, ‘Oh, it's impossible'
Cause I'm born to be phenomenal",Hip-Hop/Rap
House Party,Sam Hunt,"You're on the couch, blowin' up my phone
You don't want to come out, but you don't want to be alone
It don't take but two to have a little soirée
If you're in the mood sit tight right where you are, babe

'Cause I'll be at your door in ten minutes
Whatever you got on, girl, stay in it
You ain't gotta leave the house to have a good time
I'm gonna bring the good time home to you

We'll have a house party, we don't need nobody
Turn your TV off, break that boom-box out
We'll wake up all the neighbors 'til the whole block hates us
And the cops show up and try to shut us down

If you're gonna be a homebody
We're gonna have a house party
If you wanna be a homebody
We're gonna have a house party

Throw a neon tee shirt over the lamp shade
I'll take the furniture, slide it out of the way
Shakin' the floor, rattlin' the roof (roof's on fire)
We'll go to town like they're in your livin' room

Let's have a house party, we don't need nobody
Turn your TV off, break that boom-box out
We'll wake up all the neighbors 'til the whole block hates us
And the cops show up and try to shut us down

If you're gonna be a homebody
We're gonna have a house party
If you wanna be a homebody
We're gonna have a house party

So I'll be at your door in ten minutes

Whatever you got on, baby, stay in it
You ain't gotta leave the house to have a good time
I'm gonna bring the good time home to you

We'll have a house party, we don't need nobody
Turn your TV off, break that boom-box out
We'll wake up all the neighbors 'til the whole block hates us
And the cops show up and try to shut us down

If you're gonna be a homebody
We're gonna have a house party
If you wanna be a homebody
We're gonna have a house party",Country
Hell Of A Night,Dustin Lynch,"All we need is a July hot Saturday night
A couple cans all cool and the needle on full and a countryside
Yeah, a hot little playlist, every favorite songs
When I get you climbing up in the cab of this truck
Yeah you know it's on, know it's on

Show you a side of these two lanes you've never seen
Heating it up behind a high beam
Ooh, baby you and me, just a-running down crazy
Flying high, living careless, on the edge of wild and reckless
Hold on tight, I'm 'bout to show you one hell of a night

So give me that aw yeah, and take me there look
I'm a sucker for your kiss, wanna steal 'em from your lips baby, like a truck
Foot heavy on the floorboard, everywhere we go
I'm talking once in a lifetime, blowing your mind
Burning down these back roads

Show you a side of these two lanes you've never seen
Heating it up behind a high beam
Ooh, baby you and me, just a-running down crazy
Flying high, living careless, on the edge of wild and reckless
Hold on tight, I'm 'bout to show you one hell of a night

So give me that aw yeah, and I'll give you that all night
Girl, give me that let's go, and I'll give you that good good time

Show you a side of these two lanes you've never seen
Heating it up behind a high beam
Ooh, baby you and me, just a-running down crazy
Flying high, living careless, on the edge of wild and reckless
Hold on tight, I'm 'bout to show you one hell of a night
Yeah, a once in a lifetime night
Ooh girl, looking down the ride of one hell of a night
I'm 'bout to show you one hell of a night",Country
Can't Feel My Face  ,The Weeknd,"And I know she'll be the death of me, at least we'll both be numb
And she'll always get the best of me, the worst is yet to come
But at least we'll both be beautiful and stay forever young
This I know, yeah, this I know

She told me, ""Don't worry about it""
She told me, ""Don't worry no more""
We both know we can't go without it
She told me you'll never be in love, oh, oh, woo

I can't feel my face when I'm with you
But I love it, but I love it, oh

I can't feel my face when I'm with you
But I love it, but I love it, oh
And I know she'll be the death of me, at least we'll both be numb
And she'll always get the best of me, the worst is yet to come

All the misery was necessary when we're deep in love
This I know, girl, I know
She told me, ""Don't worry about it""
She told me, ""Don't worry no more""

We both know we can't go without it
She told me you'll never be in love, oh, oh, woo

I can't feel my face when I'm with you
But I love it, but I love it, oh

I can't feel my face when I'm with you
But I love it, but I love it, oh
I can't feel my face when I'm with you
But I love it, but I love it, oh

I can't feel my face when I'm with you
But I love it, but I love it, oh
She told me, ""Don't worry about it""
She told me, ""Don't worry no more""
We both know we can't go without it
She told me you'll never be in love, oh, oh, woo
I can't feel my face when I'm with you
But I love it, but I love it, oh
I can't feel my face when I'm with you
But I love it, but I love it, oh",R&B/Soul
This Could Be Us,Rae Sremmurd,"Na, na, na, na, na, na, na, na Hey, Sremm life

I've done it before, I've seen it before
Tears splashin' the floor when I opened the door for her
She acted like a whore and I'ma let her
Learn from Project Pat uh pimpin' got her masters
Girl, improvise, look me in my eyes and lie to me
Lie to me, act like I'll believe anything
Sex on the beach and in the backseat
This could be us

So back to what I was saying (Money make the world go round)
This could be us but you're playing, (Money make your girl go down)
This could be us but you're playing, (Money make the world go round)
I'm high, I hope I don't sound crazy (Money make your girl go down)
Fuck what them niggas were saying, (Money make the world go round)
This could be us but you playing, (Money make your girl go down)
This could be us but you playing, (Money make the world go round)
But shit, that's all I was saying (Money make your girl go down)
(And that's just how it goes)

New keys to drive this Mercedes
I ball like Tracy McGrady
Before I let a girl touch anything
She gotta say please, say please
And I know they really wish we would ball til we fall
I'm the big bad wolf there's a full moon y'all
Toss the money in the air girl, watch how your dreams hit the floor
Wait til I get the buzz off this drug
Damn girl, you way too fine for a local club
Killin' someone's vibes should be a fuckin' crime
Wasting someone's time should be a fuckin' crime

So back to what I was saying (Money make the world go round)
This could be us but you're playing, (Money make your girl go down)
This could be us but you're playing, (Money make the world go round)
I'm high, I hope I don't sound crazy (Money make your girl go down)
Fuck what them niggas were saying, (Money make the world go round)
This could be us but you playing, (Money make your girl go down)
This could be us but you playing, (Money make the world go round)
But shit, that's all I was saying (Money make your girl go down)
(And that's just how it goes)

Spin the bottle, spin the fuckin' bottle
If you the reason why it's empty, baby, spin the bottle
Truth or dare, no, you don't want no problem
Spin the bottle, spin the fuckin' bottle
If you the reason why its empty baby, spin the fuckin' bottle
Truth or dare, no, no, you don't want no problem
You don't want no problem
Bitch you might as well party

So back to what I was saying (Money make the world go round)
This could be us but you're playing, (Money make your girl go down)
This could be us but you're playing, (Money make the world go round)
I'm high, I hope I don't sound crazy (Money make your girl go down)
Fuck what them niggas were saying, (Money make the world go round)
This could be us but you playing, (Money make your girl go down)
This could be us but you playing, (Money make the world go round)
But shit, that's all I was saying (Money make your girl go down)
(And that's just how it goes)
Money make the world go round
Money make your girl go down",Hip-Hop/Rap
Lose My Mind,Brett Eldredge,"You put me on a roller coaster, fly me on a plane
You send me to another planet, get inside my brain
I knew right when I met you I would never be the same
But I let you take me over, Girl, so I'm the one to blame Oh

You…Make all my screws come….loose Got me perfectly con….fused
Always to find a way to mess me up and drive me wild
I love the way you make me lose my mind
Lose my mind
You make me crazy and I kinda like it

You show me that apple girl and I want to bite it
So crazy that I gotta have it
and I never wanna get out of this straitjacket
You…Make all my screws come….loose

Got me perfectly con….fused
Always to find a way to mess me up and drive me wild
I love the way you make me lose my…
I feel the walls closing in inside this padded room

Only good thing about it is I'm locked in here with you, yeah
I'm always watching you, wondering what you'll do next
But my favorite part about it is I always have to guess (you know i do)
You…Make all my screws come….loose
Got me perfectly con….fused

Always to find a way to mess me up and drive me wild
I love the way you make me lose my mind
Make me Lose my mind
Lose my mind
Make me lose my mind
make me lose my mind
Lose my mind",Country
Ghost Town  ,Adam Lambert,"Died last night in my dreams
Walking the streets
Of some old ghost town
I tried to believe
In God and James Dean
But Hollywood sold out

Saw all of the saints
Lock up the gates
I could not enter
Walked into the flames
Called out your name
But there was no answer

And now I know my heart is a ghost town
My heart is a ghost town
My heart is a ghost town
My heart is a ghost town

Died last night in my dreams
All the machines
Had been disconnected
Time was thrown at the wind
And all of my friends
Had been disaffected

Now, I'm searching for trust
In a city of rust
A city of vampires
Tonight, Elvis is dead
And everyone's spread
And love is a satire

And now I know my heart is a ghost town
My heart is a ghost town
My heart is a ghost town
My heart is a ghost town

There's no one left in the world
I'm gunslingin'
Don't give a care if I go
Down, down, down
I got a voice in my head that keeps singing
Oh, my heart is a ghost town
My heart is a ghost town
Oh, my heart is a ghost town
(Said, my heart)
My heart is a ghost town
My heart is a ghost town",Pop
Sparks  ,Hilary Duff,"I can't hear a single word
Just know you're talking ‘cause your lips keep moving
Everything I thought I learned
Goes out the window
All I want is one thing

You can promise castles, treasures, babies
I don't care
Cause for now you're just enough for me
I want you near
Like a fairytale to feel your breath right on my neck
You remember what I love so baby take me back

Turn the lights down low and kiss me in the dark
Cause when you're touching me baby I see sparks
You make my heart go
You
You, you make my heart go
You
You, you make my heart go

Ticking tocking like a bomb
Throws me back to when I had you closer
Skin to skin we get it on

Without the love I feel you going bolder
You can promise castles, treasures, babies
I don't care
Cause for now you're just enough for me
I want you near
Like a fairytale to feel your breath right on my neck

You remember what I love so baby take me back
Turn the lights down low and kiss me in the dark
Cause when you're touching me baby I see sparks
You make my heart go
You
You, you make my heart go
You

You, you make my heart go

Take it all off
Want every inch of you
Traveling back in time
Tangled uptight

Just like we used to
Now do that thing I like
Turn the lights down low and kiss me in the dark
Cause when you're touching me baby I see sparks
You make my heart go
You
You, you make my heart go
You
You, you make my heart go",Pop
Real Life,Jake Owen,"Well I grew up in a real town
Where the prom queen had a plastic crown
And we really did just drive around
‘Cause there wasn't sh! t to do
We didn't know we were real broke
Daddy rolled them real smokes
We drank RC, no real Coke
But our neighbor had a pool

We got green grass and two trees
Whoa oh oh oh oh
But it ain't like what's on TV
Whoa oh oh oh oh
This is real life in the real world
We ain't talking to no models
We got real girls
We get real low, we get real high
It ain't all good baby but it's all right
Real life

We got a dive bar
With a real band, they play too loud
And they're real bad
But we're real boys so we still dance
And we stay out way too late
Hit the Waffle House for some real food
But that waitress, she's real rude
She got real problems but we do too so we tip her anyway

That's just the way that it is Whoa oh oh oh oh
That's just the way that we live Whoa oh oh oh oh
This is real life in the real world
We ain't talking to no models
We got real girls
We get real low, we get real high
It ain't all good baby but it's all right
Real life
Yeah we're livin' real life

We find real love, get real hurt
Fall real hard, shake off the dirt
Pray to God, let's make a deal
I guess it just got real
We get real low, we get real high
It ain't all good baby but it's all right
Real life
This ain't no fairy tale, it's real life",Country
