Beautiful Life  ,Nick Fradiani,"These days, well they're lookin' up
We got so much to say
We got someone to love
We got good friends
They're so good to us
And haters can hate
And fakers can front

so we try to live
Like it's all we've got
‘Cause for all we know
This could be the last night of our lives
Gonna chase down our every desire
We blaze the night
With all we've been waiting for
All this time
Reaches such great heights
Gives us just one perfect night
To say oh what a beautiful life
Oh oh oh
Oh what a beautiful life

Here it comes out of the dark
We've got nothing to fear
We've got nothing but heart
Can't just wait here
To see what it brings
We've got too many hopes
We've got too many dreams

And so we try to live
Like it's all we've got
‘Cause for all we know
This could be the last night of our lives
Gonna chase down our every desire
We blaze the night
With all we've been waiting for
All this time
Reaches such great heights
Gives us just one perfect night
To say oh what a beautiful life

Oh oh oh
Oh what a beautiful life

Last night of our lives
Gonna chase down our every desire
We blaze the night
With all we've been waiting for
All this time
Reaches such great heights
Give us just one perfect night
To say oh what a beautiful life

The last night of our lives
Gonna chase down our every desire
We blaze the night
With all we've been waiting for
All this time
Reaches such great heights
Gives us just one perfect night
To say oh what a beautiful life
Oh what a beautiful life
Beautiful life
Oh what a beautiful life
Oh, oh what a beautiful life",Pop
A Thousand Years,Sawyer Fredericks,"Heart beats fast
Colors and promises
How to be brave?
How can I love when I'm afraid to fall?
But watching you stand alone,
All of my doubt suddenly goes away somehow.

One step closer

I have died every day waiting for you
Darling, don't be afraid I have loved you
For a thousand years
I'll love you for a thousand more

Time stands still
Beauty in all she is
I will be brave
I will not let anything take away
What's standing in front of me
Every breath
Every hour has come to this

One step closer

I have died every day waiting for you
Darling, don't be afraid
I have loved you For a thousand years
I'll love you for a thousand more

And all along I believed I would find you
Time has brought your heart to me
I have loved you for a thousand years
I'll love you for a thousand more

One step closer",Rock
Kick The Dust Up,Luke Bryan,"Kick the dust up
All week long it's a farming town, they're making that money grow

Tractors, plows with flashing lights backing up a two lane road

They take one last lap around,

That sun up high goes down
and that song come on girl kick it on back, Z71 like a Cadillac
We go way out where there ain't nobody,
We turn this cornfield into a party
Pedal to the floorboard end up in a four door burning up a backroad song.
Park it and we pile out, baby watch your step now, better have your boots on.

Kick the dust up

back it on up
fill your cup up

Let's tear it up up
And kick the dust up.
Bar downtown they got a line of people way out the door.

10 dollar drinks, it's packed inside, I don't know what they're waiting for.
Got me a jar full of ‘Clear, and I got that music for your ears
And it's like knock, knock, knock goes the diesel
If you really wanna see the beautiful people

We go way out where there ain't nobody,

We turn this cornfield into a party
Pedal to the floorboard end up in a four door burning up a backroad song
Park it and we pile out, baby watch your step now, better have your boots on.
Kick the dust up

let's back it on up
fill your cup up
Lets tear it up up
And kick the dust up.
Come on
Just follow me down ‘neath the 32 bridge you oughta be glad you did.
Kick it
We go way out where there ain't nobody,
We turn this cornfield into a party.
Pedal to the floorboard end up in a four door burning up a backroad song.
Park it and we pile out, baby watch your step now. Better have your boots on
Kick the dust up (Kick The Dust Up)
Back it on
fill your cup up
That's what's up up
Let's kick the dust up.",Country
Please  ,Sawyer Fredericks,"She's calling me, with a gentle touch
A love so real, it was far too much
For a boy like me, a worried mind
To believe in you, I gotta close my eyes

You want me to say, please
Baby I can say, please
You want me to get down on my knees
Baby I can get down on my knees

The will was strong, but my legs were weak
I could not walk and I could not speak
The love that you gave me was so way down south
Baby I was born just to kiss your mouth
You want me to say, please
Baby I can say, please
You want me to get down on my knees
Baby I can get down onto my knees
I can say please

So I became a part of you
And you became a part of me
See I had no choice but to lie to you, see
If I told you the truth, you'd have set me free

You'd have set me free
You want me to say, please
Baby I can say, please
You want me to get down on my knees
Baby I can get down onto my knees
I can say please
Baby I can say please
I can say please",Rock
Old Man,Sawyer Fredericks,"Old man look at my life
I'm a lot like you were
Old man look at my life
I'm a lot like you were

Old man look at my life,
Twenty four
and there's so much more
Live alone in a paradise
That makes me think of two

Love lost, such a cost,
Give me things
that don't get lost.
Like a coin that won't get tossed
Rolling home to you

Old man take a look at my life
I'm a lot like you
I need someone to love me
the whole day through
Ah, one look in my eyes
and you can tell that's true

Lullabies, look in your eyes
Run around the same old town
Doesn't mean that much to me
To mean that much to you.

I've been first and last
Look at how the time goes past.
But I'm all alone at last.
Rolling home to you.

Old man take a look at my life
I'm a lot like you
I need someone to love me
the whole day through

Old man look at my life,
I'm a lot like you

Old man look at my life,
I'm a lot like you were.
Old man look at my life,
I'm a lot like you were.",Rock
Flashlight  ,Jessie J,"When tomorrow comes
I'll be on my own
Feeling frightened of
The things that I don't know
When tomorrow comes
Tomorrow comes
Tomorrow comes

And though the road is long
I look up to the sky
And in the dark I found, lost hope that I won't fly
And I sing along, I sing along, and I sing along

I got all I need when I got you and I
I look around me, and see a sweet life
I'm stuck in the dark but you're my flashlight
You're getting me, getting me, through the night
Kick start my heart when you shine it in my eyes
Can't lie, it's a sweet life
Stuck in the dark but you're my flashlight
You're getting me, getting me, through the night
'Cause you're my flashlight (flashlight)
You're my flashlight (flashlight), you're my flashlight

Ooh

I see the shadows long beneath the mountain top
I'm not afraid when the rain won't stop
'Cause you light the way
You light the way,
You light the way

I got all I need when I got you and I
I look around me, and see a sweet life
I'm stuck in the dark but you're my flashlight
You're getting me, getting me, through the night
Kick start my heart when you shine it in my eyes
Can't lie, it's a sweet life
Stuck in the dark but you're my flashlight
You're getting me, getting me, through the night
(Light, light, light, you're my flashlight)
Light, light, you're my flashlight
Light, light, light, light, light, oh
(Light light light you're my flashlight)
You're my flash, oh

I got all I need when I got you and I
I look around me, and see a sweet life
I'm stuck in the dark but you're my flashlight
You're getting me, getting me, through the night
Kick start my heart when you shine it in my eyes
Can't lie, it's a sweet life
Stuck in the dark but you're my flashlight
(You're my flashlight)
You're getting me, getting me through the night
'Cause you're my flashlight
'Cause you're my flashlight
You're my flashlight

Ooh ooh
Ooh ooh
Ooh ooh ooh ooh ooh
Ooh oh oh

You're my flashlight
Light, light
You're my flashlight
Light light ye-yeah

(Light light light
You're my flashlight
Light light)

You're my flashligh",Soundtrack
Change My Mind  ,Meghan Linsey,"Was it all just pretend back then when
You said you loved me for me
Cause lately it seems the girl of your dreams
Is someone that I can't be
Oh but I try
And oh I cry

You want me to change
See things your way
It's easy to see, I'm losing me
One little piece at a time
Oh baby I've tried
But this is my life
Boy you want me to change
Baby I'll change, my mind

Well I used to believe you knew better than me
But now I'm the one in control
And I might make mistakes but I'll make 'em my way
I won't pay with a piece of my soul
You made it clear
I had to decide

You want me to change
See things your way
It's easy to see, I'm losing me
One little piece at a time
Oh baby I've tried
But this is my life
Boy you want me to change
Baby I'll change, my mind",Pop
The Hills,The Weeknd,"Yeah
Yeah
Yeah

Your man on the road, he doin' promo
You said, ""Keep our business on the low-low""
I'm just tryna get you out the friend zone
'Cause you look even better than the photos

I can't find your house, send me the info
Drivin' through the gated residential
Found out I was comin', sent your friends home
Keep on tryna hide it but your friends know

I only call you when it's half past five
The only time that I'd be by your side
I only love it when you touch me, not feel me
When I'm f- up, that's the real me
When I'm f- up, that's the real me, yeah

I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm f- up, that's the real me
When I'm f- up, that's the real me, babe

I'ma let you know and keep it simple
Tryna keep it up don't seem so simple
I just f- two b- 'fore I saw you
And you gon' have to do it at my tempo

Always tryna send me off to rehab
D- started feelin' like it's decaf
I'm just tryna live life for the moment
And all these motherf- want a relapse

I only call you when it's half past five
The only time that I'd be by your side
I only love it when you touch me, not feel me
When I'm f- up, that's the real me
When I'm f- up, that's the real me, yeah

I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm f- up, that's the real me
When I'm f- up, that's the real me, babe

Hills have eyes, the hills have eyes
Who are you to judge? Who are you to judge?
Hide your lies, girl, hide your lies
Only you to trust, only you

I only call you when it's half past five
The only time that I'd be by your side
I only love it when you touch me, not feel me
When I'm f- up, that's the real me
When I'm f- up, that's the real me, yeah

I only call you when it's half past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm f- up, that's the real me
When I'm f- up, that's the real me, babe",R&B/Soul
L$D,A$AP Rocky,"I know I dream about her all day
I think about her with her clothes off
I'm ridin' 'round with my system pumpin' LSD
I look for ways to say, ""I love you""
But I ain't into makin' love songs
Baby, I'm just rappin' to this LSD
She ain't a stranger to the city life
I introduce her to this hippy life
We make love under pretty lights, LSD (Acid)
I get a feelin' it's a trippy night
Them other drugs just don't fit me right
Girl, I really fuckin' want love, sex, dream
Another quarter to the face system
Make no mistakes, it's all a leap of faith for love
It takes a place in feelin' that you crave doin' love, sex, dreams

It started in Hollywood
Dreamin' of sharin' love
My tongue at a loss for words
Cause my feelings just said it all
Party just started up
Dreamin' of sharin' worlds
Held this feeling for way too long
Said, ""I really wanna let it go""

I've been gettin' fly because the gimmick's so dope
I've been getting high cause I figured Lord told me
I've been drinking, driving, now we'll never go home
I gon' stay in doubt because the weather's so cold

Feeling low sometimes when the light shines down
Makes me high
Can you feel it?
Can you feel it?
Feeling low sometimes when the light shines down
Makes me high
Can you feel it?
Can you feel it?

It started in Hollywood
Dreamin' of sharin' love
My tongue had a loss for words
Cause my feelings just said it all

I look for ways to say, ""I love you""
But I ain't into makin' love songs
Baby I'm just rappin' to this LSD",Hip-Hop/Rap
Stitches,Shawn Mendes,"I thought that I've been hurt before
But no one's ever left me quite this sore
Your words cut deeper than a knife
Now I need someone to breathe me back to life

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches

I'm tripping over myself
I'm aching, begging you to come help
And now that I'm without your kisses
I'll be needing stitches

Just like a moth drawn to a flame
Oh, you lured me in, I couldn't sense the pain
Your bitter heart, cold to the touch
Now I'm gonna reap what I sow
I'm left seeing red on my own

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches

I'm tripping over myself
I'm aching, begging you to come help
And now that I'm without your kisses
I'll be needing stitches

Needle and the thread
Gotta get you out of my head
Needle and the thread
Gonna wind up dead

Needle and the thread
Gotta get you out of my head
Needle and the thread
Gonna wind up dead

Needle and the thread
Gotta get you out of my head
Needle and the thread
Gonna wind up dead

Needle and the thread
Gotta get you out of my head
Get you out of my head

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees (falling on my knees)
And now that I'm without your kisses
I'll be needing stitches (and I'll be needing stitches)

I'm tripping over myself
I'm aching, begging you to come help (begging, baby, please)
And now that I'm without your kisses
I'll be needing stitches

And now that I'm without your kisses
I'll be needing stitches
And now that I'm without your kisses
I'll be needing stitches",Pop
